Ref Folder,Ref Index,Vi,dVi,Folder,Index,V,dV,V/Vi,xi,dxi
2012Apr_DAC11_P6,FeNi_DAC11_P6,18.724,0.037000000000000005,2012Apr_DAC11_P6,FeNi_DAC11_P6,18.724,0.037000000000000005,1.0,1.0,0.02
2012Apr_DAC11_P6,FeNi_DAC11_P6,18.724,0.037000000000000005,2012Apr_DAC11_P7,FeNi_DAC11_P7,18.066,0.035,0.965,0.9515,0.02
2012Apr_DAC11_P6,FeNi_DAC11_P6,18.724,0.037000000000000005,2012Apr_DAC11_P8,FeNi_DAC11_P8,17.604,0.022000000000000002,0.94,0.92,0.02
2012Apr_DAC11_P6,FeNi_DAC11_P6,18.724,0.037000000000000005,2012Apr_DAC11_P9,FeNi_DAC11_P9,17.332,0.027999999999999997,0.926,0.8945,0.02
2012Apr_DAC11_P6,FeNi_DAC11_P6,18.724,0.037000000000000005,2012Oct_DAC11_P14,FeNi_DAC11_P14,16.724,0.044000000000000004,0.893,0.82,0.02
2012Apr_DAC11_P7,FeNi_DAC11_P7,18.066,0.035,2012Apr_DAC11_P3,FeNi_DAC11_P3,20.587,0.018000000000000002,1.14,1.2545,0.02
2012Apr_DAC11_P7,FeNi_DAC11_P7,18.066,0.035,2012Apr_DAC11_P4,FeNi_DAC11_P4,20.211,0.03,1.119,1.217,0.02
2012Apr_DAC11_P7,FeNi_DAC11_P7,18.066,0.035,2012Apr_DAC11_P5,FeNi_DAC11_P5,19.088,0.059000000000000004,1.057,1.095,0.02
2012Apr_DAC11_P7,FeNi_DAC11_P7,18.066,0.035,2012Apr_DAC11_P6,FeNi_DAC11_P6,18.724,0.037000000000000005,1.036,1.0505,0.02
2012Apr_DAC11_P7,FeNi_DAC11_P7,18.066,0.035,2012Apr_DAC11_P7,FeNi_DAC11_P7,18.066,0.035,1.0,1.0,0.02
2012Apr_DAC11_P7,FeNi_DAC11_P7,18.066,0.035,2012Apr_DAC11_P8,FeNi_DAC11_P8,17.604,0.022000000000000002,0.974,0.9695,0.02
2012Apr_DAC11_P7,FeNi_DAC11_P7,18.066,0.035,2012Apr_DAC11_P9,FeNi_DAC11_P9,17.332,0.027999999999999997,0.959,0.938,0.02
2012Apr_DAC11_P7,FeNi_DAC11_P7,18.066,0.035,2012Oct_DAC11_P14,FeNi_DAC11_P14,16.724,0.044000000000000004,0.926,0.865,0.02
2012Apr_DAC11_P8,FeNi_DAC11_P8,17.604,0.022000000000000002,2012Apr_DAC11_P3,FeNi_DAC11_P3,20.587,0.018000000000000002,1.169,1.2965,0.02
2012Apr_DAC11_P8,FeNi_DAC11_P8,17.604,0.022000000000000002,2012Apr_DAC11_P4,FeNi_DAC11_P4,20.211,0.03,1.148,1.2535,0.02
2012Apr_DAC11_P8,FeNi_DAC11_P8,17.604,0.022000000000000002,2012Apr_DAC11_P5,FeNi_DAC11_P5,19.088,0.059000000000000004,1.084,1.1295,0.02
2012Apr_DAC11_P8,FeNi_DAC11_P8,17.604,0.022000000000000002,2012Apr_DAC11_P6,FeNi_DAC11_P6,18.724,0.037000000000000005,1.064,1.0865,0.02
2012Apr_DAC11_P8,FeNi_DAC11_P8,17.604,0.022000000000000002,2012Apr_DAC11_P7,FeNi_DAC11_P7,18.066,0.035,1.026,1.0315,0.02
2012Apr_DAC11_P8,FeNi_DAC11_P8,17.604,0.022000000000000002,2012Apr_DAC11_P8,FeNi_DAC11_P8,17.604,0.022000000000000002,1.0,1.0,0.02
2012Apr_DAC11_P8,FeNi_DAC11_P8,17.604,0.022000000000000002,2012Apr_DAC11_P9,FeNi_DAC11_P9,17.332,0.027999999999999997,0.985,0.972,0.02
2012Apr_DAC11_P8,FeNi_DAC11_P8,17.604,0.022000000000000002,2012Oct_DAC11_P14,FeNi_DAC11_P14,16.724,0.044000000000000004,0.95,0.893,0.02
2012Apr_DAC11_P9,FeNi_DAC11_P9,17.332,0.027999999999999997,2012Apr_DAC11_P3,FeNi_DAC11_P3,20.587,0.018000000000000002,1.188,1.331,0.02
2012Apr_DAC11_P9,FeNi_DAC11_P9,17.332,0.027999999999999997,2012Apr_DAC11_P4,FeNi_DAC11_P4,20.211,0.03,1.166,1.2855,0.02
2012Apr_DAC11_P9,FeNi_DAC11_P9,17.332,0.027999999999999997,2012Apr_DAC11_P5,FeNi_DAC11_P5,19.088,0.059000000000000004,1.101,1.1635,0.02
2012Apr_DAC11_P9,FeNi_DAC11_P9,17.332,0.027999999999999997,2012Apr_DAC11_P6,FeNi_DAC11_P6,18.724,0.037000000000000005,1.08,1.117,0.02
2012Apr_DAC11_P9,FeNi_DAC11_P9,17.332,0.027999999999999997,2012Apr_DAC11_P7,FeNi_DAC11_P7,18.066,0.035,1.042,1.066,0.02
2012Apr_DAC11_P9,FeNi_DAC11_P9,17.332,0.027999999999999997,2012Apr_DAC11_P8,FeNi_DAC11_P8,17.604,0.022000000000000002,1.016,1.029,0.02
2012Apr_DAC11_P9,FeNi_DAC11_P9,17.332,0.027999999999999997,2012Apr_DAC11_P9,FeNi_DAC11_P9,17.332,0.027999999999999997,1.0,1.0,0.02
2012Apr_DAC11_P9,FeNi_DAC11_P9,17.332,0.027999999999999997,2012Oct_DAC11_P14,FeNi_DAC11_P14,16.724,0.044000000000000004,0.965,0.919,0.02
2012Oct_DAC11_P14,FeNi_DAC11_P14,16.724,0.044000000000000004,2012Apr_DAC11_P3,FeNi_DAC11_P3,20.587,0.018000000000000002,1.231,1.448,0.02
2012Oct_DAC11_P14,FeNi_DAC11_P14,16.724,0.044000000000000004,2012Apr_DAC11_P4,FeNi_DAC11_P4,20.211,0.03,1.209,1.3995,0.02
2012Oct_DAC11_P14,FeNi_DAC11_P14,16.724,0.044000000000000004,2012Apr_DAC11_P5,FeNi_DAC11_P5,19.088,0.059000000000000004,1.141,1.264,0.02
2012Oct_DAC11_P14,FeNi_DAC11_P14,16.724,0.044000000000000004,2012Apr_DAC11_P6,FeNi_DAC11_P6,18.724,0.037000000000000005,1.12,1.2195,0.02
2012Oct_DAC11_P14,FeNi_DAC11_P14,16.724,0.044000000000000004,2012Apr_DAC11_P7,FeNi_DAC11_P7,18.066,0.035,1.08,1.156,0.02
2012Oct_DAC11_P14,FeNi_DAC11_P14,16.724,0.044000000000000004,2012Apr_DAC11_P8,FeNi_DAC11_P8,17.604,0.022000000000000002,1.053,1.1195,0.02
2012Oct_DAC11_P14,FeNi_DAC11_P14,16.724,0.044000000000000004,2012Apr_DAC11_P9,FeNi_DAC11_P9,17.332,0.027999999999999997,1.036,1.088,0.02
2012Oct_DAC11_P14,FeNi_DAC11_P14,16.724,0.044000000000000004,2012Oct_DAC11_P14,FeNi_DAC11_P14,16.724,0.044000000000000004,1.0,1.0,0.02
