Vj,Vk,xi(Vk/Vj),dxi(Vk/Vj),Vi,xi(Vj/Vi),dxi(Vj/Vi),Vk/Vi,xi(Vk/Vi),dxi(Vk/Vi)
5.15,5.15,1.0,0.0114,5.56,0.888,0.0131,0.9263,0.888,0.0166
5.15,5.0,0.968,0.0132,5.56,0.888,0.0131,0.8993,0.8596,0.0173
5.15,4.89,0.9285,0.0154,5.56,0.888,0.0131,0.8795,0.8245,0.0183
5.15,4.81,0.8985,0.0197,5.56,0.888,0.0131,0.8651,0.7979,0.0211
5.15,4.7,0.874,0.0199,5.56,0.888,0.0131,0.8453,0.7761,0.0211
5.15,4.58,0.8395,0.0279,5.56,0.888,0.0131,0.8237,0.7455,0.0271
5.0,5.92,1.277,0.0143,5.56,0.8595,0.0141,1.0647,1.0976,0.0218
5.0,5.36,1.104,0.0202,5.56,0.8595,0.0141,0.964,0.9489,0.0233
5.0,5.27,1.0815,0.0134,5.56,0.8595,0.0141,0.9478,0.9295,0.0191
5.0,5.15,1.033,0.0129,5.56,0.8595,0.0141,0.9263,0.8879,0.0183
5.0,5.0,1.0,0.0124,5.56,0.8595,0.0141,0.8993,0.8595,0.0177
5.0,4.89,0.9595,0.0155,5.56,0.8595,0.0141,0.8795,0.8247,0.019
5.0,4.81,0.9305,0.0192,5.56,0.8595,0.0141,0.8651,0.7998,0.0211
5.0,4.7,0.9055,0.0199,5.56,0.8595,0.0141,0.8453,0.7783,0.0213
5.0,4.58,0.8675,0.028,5.56,0.8595,0.0141,0.8237,0.7456,0.027
4.89,5.92,1.3305,0.0141,5.56,0.8215,0.0169,1.0647,1.093,0.0253
4.89,5.36,1.1505,0.0193,5.56,0.8215,0.0169,0.964,0.9451,0.0251
4.89,5.27,1.127,0.0133,5.56,0.8215,0.0169,0.9478,0.9258,0.022
4.89,5.15,1.077,0.0129,5.56,0.8215,0.0169,0.9263,0.8848,0.0211
4.89,5.0,1.042,0.0133,5.56,0.8215,0.0169,0.8993,0.856,0.0207
4.89,4.89,1.0,0.014,5.56,0.8215,0.0169,0.8795,0.8215,0.0204
4.89,4.81,0.972,0.0187,5.56,0.8215,0.0169,0.8651,0.7985,0.0225
4.89,4.7,0.9415,0.0199,5.56,0.8215,0.0169,0.8453,0.7734,0.0228
4.89,4.58,0.904,0.0277,5.56,0.8215,0.0169,0.8237,0.7426,0.0274
4.81,5.92,1.369,0.0151,5.56,0.801,0.0202,1.0647,1.0966,0.0302
4.81,5.36,1.1845,0.0208,5.56,0.801,0.0202,0.964,0.9488,0.0292
4.81,5.27,1.1615,0.0137,5.56,0.801,0.0202,0.9478,0.9304,0.0259
4.81,5.15,1.1135,0.0132,5.56,0.801,0.0202,0.9263,0.8919,0.0249
4.81,5.0,1.0735,0.0137,5.56,0.801,0.0202,0.8993,0.8599,0.0243
4.81,4.89,1.029,0.0161,5.56,0.801,0.0202,0.8795,0.8242,0.0245
4.81,4.81,1.0,0.0183,5.56,0.801,0.0202,0.8651,0.801,0.025
4.81,4.7,0.972,0.0213,5.56,0.801,0.0202,0.8453,0.7786,0.026
4.81,4.58,0.937,0.0289,5.56,0.801,0.0202,0.8237,0.7505,0.0299
4.7,5.92,1.4105,0.015,5.56,0.7785,0.0211,1.0647,1.0981,0.032
4.7,5.36,1.2225,0.0198,5.56,0.7785,0.0211,0.964,0.9517,0.03
4.7,5.27,1.1985,0.013,5.56,0.7785,0.0211,0.9478,0.933,0.0272
4.7,5.15,1.142,0.0131,5.56,0.7785,0.0211,0.9263,0.889,0.0262
4.7,5.0,1.106,0.013,5.56,0.7785,0.0211,0.8993,0.861,0.0254
4.7,4.89,1.06,0.0154,5.56,0.7785,0.0211,0.8795,0.8252,0.0254
4.7,4.81,1.029,0.0193,5.56,0.7785,0.0211,0.8651,0.8011,0.0264
4.7,4.7,1.0,0.018,5.56,0.7785,0.0211,0.8453,0.7785,0.0253
4.7,4.58,0.9565,0.0284,5.56,0.7785,0.0211,0.8237,0.7446,0.0299
4.58,5.92,1.4755,0.017,5.56,0.747,0.0285,1.0647,1.1022,0.0439
4.58,5.36,1.273,0.0215,5.56,0.747,0.0285,0.964,0.9509,0.0397
4.58,5.27,1.252,0.0149,5.56,0.747,0.0285,0.9478,0.9352,0.0374
4.58,5.15,1.1905,0.0142,5.56,0.747,0.0285,0.9263,0.8893,0.0355
4.58,5.0,1.1515,0.0143,5.56,0.747,0.0285,0.8993,0.8602,0.0345
4.58,4.89,1.105,0.0166,5.56,0.747,0.0285,0.8795,0.8254,0.0338
4.58,4.81,1.0825,0.0215,5.56,0.747,0.0285,0.8651,0.8086,0.0348
4.58,4.7,1.0425,0.0216,5.56,0.747,0.0285,0.8453,0.7787,0.0338
4.58,4.58,1.0,0.0278,5.56,0.747,0.0285,0.8237,0.747,0.0353
