Vj,Vk,xi(Vk/Vj),dxi(Vk/Vj),Vi,xi(Vj/Vi),dxi(Vj/Vi),Vk/Vi,xi(Vk/Vi),dxi(Vk/Vi)
5.36,5.27,0.978,0.0138,5.36,1.0,0.0194,0.9832,0.978,0.0235
5.36,5.15,0.934,0.013,5.36,1.0,0.0194,0.9608,0.934,0.0223
5.36,5.0,0.9035,0.014,5.36,1.0,0.0194,0.9328,0.9035,0.0224
5.36,4.89,0.8705,0.0157,5.36,1.0,0.0194,0.9123,0.8705,0.0231
5.36,4.81,0.842,0.0202,5.36,1.0,0.0194,0.8974,0.842,0.026
5.36,4.7,0.8175,0.0208,5.36,1.0,0.0194,0.8769,0.8175,0.0262
5.36,4.58,0.7815,0.0298,5.36,1.0,0.0194,0.8545,0.7815,0.0334
5.27,5.92,1.18,0.0144,5.36,0.978,0.0138,1.1045,1.154,0.0215
5.27,5.56,1.079,0.0267,5.36,0.978,0.0138,1.0373,1.0553,0.0301
5.27,5.27,1.0,0.0125,5.36,0.978,0.0138,0.9832,0.978,0.0184
5.27,5.15,0.956,0.0128,5.36,0.978,0.0138,0.9608,0.935,0.0182
5.27,5.0,0.924,0.0135,5.36,0.978,0.0138,0.9328,0.9037,0.0184
5.27,4.89,0.888,0.0155,5.36,0.978,0.0138,0.9123,0.8685,0.0195
5.27,4.81,0.86,0.0197,5.36,0.978,0.0138,0.8974,0.8411,0.0226
5.27,4.7,0.8345,0.0206,5.36,0.978,0.0138,0.8769,0.8161,0.0232
5.27,4.58,0.7975,0.0294,5.36,0.978,0.0138,0.8545,0.78,0.0308
5.15,5.92,1.235,0.0136,5.36,0.934,0.013,1.1045,1.1535,0.0205
5.15,5.56,1.124,0.0253,5.36,0.934,0.013,1.0373,1.0498,0.0278
5.15,5.27,1.046,0.0132,5.36,0.934,0.013,0.9832,0.977,0.0184
5.15,5.15,1.0,0.0114,5.36,0.934,0.013,0.9608,0.934,0.0168
5.15,5.0,0.968,0.0132,5.36,0.934,0.013,0.9328,0.9041,0.0176
5.15,4.89,0.9285,0.0154,5.36,0.934,0.013,0.9123,0.8672,0.0188
5.15,4.81,0.8985,0.0197,5.36,0.934,0.013,0.8974,0.8392,0.0218
5.15,4.7,0.874,0.0199,5.36,0.934,0.013,0.8769,0.8163,0.0218
5.15,4.58,0.8395,0.0279,5.36,0.934,0.013,0.8545,0.7841,0.0283
5.0,5.92,1.277,0.0143,5.36,0.9035,0.014,1.1045,1.1538,0.0221
5.0,5.56,1.163,0.0263,5.36,0.9035,0.014,1.0373,1.0508,0.0288
5.0,5.27,1.0815,0.0134,5.36,0.9035,0.014,0.9832,0.9771,0.0194
5.0,5.15,1.033,0.0129,5.36,0.9035,0.014,0.9608,0.9333,0.0186
5.0,5.0,1.0,0.0124,5.36,0.9035,0.014,0.9328,0.9035,0.0179
5.0,4.89,0.9595,0.0155,5.36,0.9035,0.014,0.9123,0.8669,0.0194
5.0,4.81,0.9305,0.0192,5.36,0.9035,0.014,0.8974,0.8407,0.0217
5.0,4.7,0.9055,0.0199,5.36,0.9035,0.014,0.8769,0.8181,0.022
5.0,4.58,0.8675,0.028,5.36,0.9035,0.014,0.8545,0.7838,0.0281
4.89,5.92,1.3305,0.0141,5.36,0.8705,0.0157,1.1045,1.1582,0.0242
4.89,5.56,1.2145,0.0261,5.36,0.8705,0.0157,1.0373,1.0572,0.0297
4.89,5.27,1.127,0.0133,5.36,0.8705,0.0157,0.9832,0.9811,0.0211
4.89,5.15,1.077,0.0129,5.36,0.8705,0.0157,0.9608,0.9375,0.0203
4.89,5.0,1.042,0.0133,5.36,0.8705,0.0157,0.9328,0.9071,0.02
4.89,4.89,1.0,0.014,5.36,0.8705,0.0157,0.9123,0.8705,0.0199
4.89,4.81,0.972,0.0187,5.36,0.8705,0.0157,0.8974,0.8461,0.0223
4.89,4.7,0.9415,0.0199,5.36,0.8705,0.0157,0.8769,0.8196,0.0228
4.89,4.58,0.904,0.0277,5.36,0.8705,0.0157,0.8545,0.7869,0.028
4.81,5.92,1.369,0.0151,5.36,0.842,0.0202,1.1045,1.1527,0.0304
4.81,5.56,1.245,0.0269,5.36,0.842,0.0202,1.0373,1.0483,0.0338
4.81,5.27,1.1615,0.0137,5.36,0.842,0.0202,0.9832,0.978,0.0261
4.81,5.15,1.1135,0.0132,5.36,0.842,0.0202,0.9608,0.9376,0.0251
4.81,5.0,1.0735,0.0137,5.36,0.842,0.0202,0.9328,0.9039,0.0246
4.81,4.89,1.029,0.0161,5.36,0.842,0.0202,0.9123,0.8664,0.0248
4.81,4.81,1.0,0.0183,5.36,0.842,0.0202,0.8974,0.842,0.0254
4.81,4.7,0.972,0.0213,5.36,0.842,0.0202,0.8769,0.8184,0.0266
4.81,4.58,0.937,0.0289,5.36,0.842,0.0202,0.8545,0.789,0.0308
4.7,5.92,1.4105,0.015,5.36,0.8175,0.0208,1.1045,1.1531,0.0318
4.7,5.56,1.286,0.0269,5.36,0.8175,0.0208,1.0373,1.0513,0.0346
4.7,5.27,1.1985,0.013,5.36,0.8175,0.0208,0.9832,0.9798,0.0271
4.7,5.15,1.142,0.0131,5.36,0.8175,0.0208,0.9608,0.9336,0.0261
4.7,5.0,1.106,0.013,5.36,0.8175,0.0208,0.9328,0.9042,0.0253
4.7,4.89,1.06,0.0154,5.36,0.8175,0.0208,0.9123,0.8666,0.0254
4.7,4.81,1.029,0.0193,5.36,0.8175,0.0208,0.8974,0.8412,0.0266
4.7,4.7,1.0,0.018,5.36,0.8175,0.0208,0.8769,0.8175,0.0255
4.7,4.58,0.9565,0.0284,5.36,0.8175,0.0208,0.8545,0.7819,0.0306
4.58,5.92,1.4755,0.017,5.36,0.7815,0.0298,1.1045,1.1531,0.0459
4.58,5.56,1.336,0.0283,5.36,0.7815,0.0298,1.0373,1.0441,0.0455
4.58,5.27,1.252,0.0149,5.36,0.7815,0.0298,0.9832,0.9784,0.0391
4.58,5.15,1.1905,0.0142,5.36,0.7815,0.0298,0.9608,0.9304,0.0372
4.58,5.0,1.1515,0.0143,5.36,0.7815,0.0298,0.9328,0.8999,0.0361
4.58,4.89,1.105,0.0166,5.36,0.7815,0.0298,0.9123,0.8636,0.0354
4.58,4.81,1.0825,0.0215,5.36,0.7815,0.0298,0.8974,0.846,0.0364
4.58,4.7,1.0425,0.0216,5.36,0.7815,0.0298,0.8769,0.8147,0.0354
4.58,4.58,1.0,0.0278,5.36,0.7815,0.0298,0.8545,0.7815,0.0369
