Bg num,End,File name,NRIXS exp,Red. chi^2,Start,Wavelength,bcc Fe Vol,bcc Fe a,bcc Fe da,bcc FeNi Vol,bcc FeNi a,bcc FeNi da,bcc FeNiSi Vol,bcc FeNiSi a,bcc FeNiSi da,hcp FeNi Vol,hcp FeNi a,hcp FeNi c,hcp FeNi c/a,hcp FeNi da,hcp FeNi dc,hcp FeNiSi Vol,hcp FeNiSi a,hcp FeNiSi c,hcp FeNiSi c/a,hcp FeNiSi da,hcp FeNiSi dc,wR
3,26.0,FeNi_DAC14_P1a_003,FeNi_DAC14_P1,0.10388120324127773,23.0,0.8602549999999999,,,,23.37504798352294,2.859241488889017,4.15083322714589e-05,,,,,,,,,,,,,,,,0.004554329318509608
3,26.0,FeNi_DAC14_P1b_002,FeNi_DAC14_P1,0.08636072522461521,23.0,0.8602549999999999,,,,23.375340706966405,2.8592534241731884,4.1288038379763175e-05,,,,,,,,,,,,,,,,0.004958997324520255
3,26.0,FeNi_DAC14_P2a_005,FeNi_DAC14_P2,0.11381810262741465,23.0,0.8602549999999999,,,,22.97803880746475,2.8429615508833015,4.281835548167576e-05,,,,,,,,,,,,,,,,0.00480831198528628
3,26.0,FeNi_DAC14_P2b_004,FeNi_DAC14_P2,0.1113701773806882,23.0,0.8602549999999999,,,,22.97982871433457,2.8430353678051903,4.0545098598432776e-05,,,,,,,,,,,,,,,,0.004786204656816317
3,27.0,FeNiSi_Ambient_021,FeNiSi_Ambient,0.7915013346244615,22.0,0.8602549999999999,,,,,,,23.333899116200172,2.8575627236363013,8.902213135275135e-05,,,,,,,,,,,,,0.05717965173278752
3,29.0,FeNiSi_DAC13_P1a_021,FeNiSi_DAC13_P1,0.08213066502407583,22.0,0.8602549999999999,,,,,,,,,,,,,,,,19.95217438115197,2.432495964385597,3.893635951909757,1.6006751949096107,0.00024114054369299464,0.0020194349495476125,0.002517187680078371
3,29.0,FeNiSi_DAC13_P1b_020,FeNiSi_DAC13_P1,0.08285723058672333,22.0,0.8602549999999999,,,,,,,,,,,,,,,,19.85078269894521,2.4311421371886484,3.8781651751808286,1.5952029771757834,0.0002640837508607662,0.0023936294683926363,0.0025542992551575825
3,28.0,FeNiSi_DAC13_P2a_032,FeNiSi_DAC13_P2,0.06433318332352518,22.0,0.8602549999999999,,,,,,,,,,,,,,,,19.375881897637946,2.4118376013843714,3.8462253293146436,1.5947281554558017,0.0003702373005110712,0.0019301339915222984,0.0023225410013106643
4,28.5,FeNiSi_DAC13_P2b_031,FeNiSi_DAC13_P2,0.06933353910017256,22.0,0.8602549999999999,,,,,,,,,,,,,,,,19.234872299186524,2.403350508574324,3.8452488272778838,1.5999534040329804,0.0005859950459753928,0.003564949023174789,0.002117325056001435
3,28.5,FeNiSi_DAC13_P3a_008,FeNiSi_DAC13_P3,0.06534084150199247,23.0,0.8602549999999999,,,,,,,,,,,,,,,,19.18594315380884,2.3725391231229285,3.935734160877837,1.6588700782717989,0.0005209757948112649,0.003239020049920616,0.0018740931000095805
3,28.5,FeNiSi_DAC13_P3b_004,FeNiSi_DAC13_P3,0.05813216096594988,23.0,0.8602549999999999,,,,,,,,,,,,,,,,18.986170951326123,2.384651355978912,3.8552892721350007,1.6167098232070003,0.0006126326372741241,0.0037015267987968226,0.0016879410211766536
3,28.5,FeNiSi_DAC13_P4a_017,FeNiSi_DAC13_P4,0.049583346557650135,23.0,0.8602549999999999,,,,,,,,,,,,,,,,18.4427947890842,2.36788262497529,3.7981819074204237,1.6040414619200392,0.00040610970472306466,0.0024294703776768928,0.0014587410302468065
3,28.5,FeNiSi_DAC13_P4b_016,FeNiSi_DAC13_P4,0.04905024759482895,23.0,0.8602549999999999,,,,,,,,,,,,,,,,18.351168348182007,2.3633191904223416,3.7939213598619133,1.6053359932239677,0.0005576365605732952,0.003484133313662509,0.0014196842614621536
3,28.8,FeNiSi_DAC13_P5a_023,FeNiSi_DAC13_P5,0.0642020861087767,23.0,0.8602549999999999,,,,,,,,,,,,,,,,17.86175263443893,2.3477144185889767,3.741992428942232,1.5938873992992917,0.0003745036711200676,0.002210841482772913,0.0014534370927274645
3,28.8,FeNiSi_DAC13_P5b_022,FeNiSi_DAC13_P5,0.05849599868065879,23.0,0.8602549999999999,,,,,,,,,,,,,,,,17.795667663509604,2.344754581999429,3.737565983817496,1.5940115918785762,0.00040632871171892405,0.00238961110350652,0.001412150115375595
3,28.8,FeNiSi_DAC13_P6a_026,FeNiSi_DAC13_P6,0.055634699056132726,23.0,0.8602549999999999,,,,,,,,,,,,,,,,17.25786203421817,2.330683564129813,3.6685102254819233,1.5740061336261246,0.0005428017041430067,0.0026134178483702944,0.0013246738804795894
3,26.0,FeNiSi_DAC14_P1a_004,FeNiSi_DAC14_P1,0.08160369495868583,24.0,0.8602549999999999,,,,,,,22.47752258154955,2.8221676818377284,7.06490753505411e-05,,,,,,,,,,,,,0.002642219542943589
3,26.0,FeNiSi_DAC14_P1b_002,FeNiSi_DAC14_P1,0.06082916372084851,24.0,0.8602549999999999,,,,,,,22.433726670274712,2.820333556703108,7.376663242990639e-05,,,,,,,,,,,,,0.0031698424868243785
3,26.0,FeNiSi_DAC14_P2a_006,FeNiSi_DAC14_P2,0.06777754981160546,24.0,0.8602549999999999,,,,,,,22.36003623913875,2.8172420867760515,7.797803238881711e-05,,,,,,,,,,,,,0.002993373395669865
3,26.0,FeNiSi_DAC14_P2b_005,FeNiSi_DAC14_P2,0.06471795937254275,24.0,0.8602549999999999,,,,,,,22.281753429991245,2.8139505074431788,6.782591155648669e-05,,,,,,,,,,,,,0.002854279496699378
3,26.0,FeNiSi_DAC14_P3a_016,FeNiSi_DAC14_P3,0.05829264631565904,24.0,0.8602549999999999,,,,,,,22.975406783984194,2.842852997562148,7.112567327218298e-05,,,,,,,,,,,,,0.0027134108900435873
3,26.0,FeNiSi_DAC14_P3b_015,FeNiSi_DAC14_P3,0.06311441495874702,24.0,0.8602549999999999,,,,,,,22.96069718805469,2.842246172668996,7.084155621378192e-05,,,,,,,,,,,,,0.00278763148756876
3,26.0,FeNiSi_DAC14_P4b_028,FeNiSi_Ambient,0.06240691272880091,24.0,0.8602549999999999,,,,,,,23.423053687099205,2.8611975068653415,6.330561678741727e-05,,,,,,,,,,,,,0.002523337921684773
3,26.0,FeNiSi_DAC15_P1a_006,FeNiSi_DAC15_P1,0.15445274056968508,23.8,0.8602549999999999,,,,,,,22.532089566022485,2.8244495574542285,0.00010718851464427559,,,,,,,,,,,,,0.005014394674033832
3,26.0,FeNiSi_DAC15_P1b_005,FeNiSi_DAC15_P1,0.15851099221426418,24.0,0.8602549999999999,,,,,,,22.51983766672101,2.8239375299962988,9.35432224382134e-05,,,,,,,,,,,,,0.0049529047333927035
